2025-05-08 21:23:28,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:30,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:32,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:34,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:39,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:40,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:43,31.3,51.0,62,1.6,0.0,False,False
2025-05-08 21:23:44,31.3,51.0,56,1.6,0.0,False,False
2025-05-08 21:23:49,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:23:50,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:23:53,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:23:54,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:23:59,31.3,51.0,67,1.6,0.0,False,False
2025-05-08 21:24:00,31.3,51.0,66,1.6,0.0,False,False
2025-05-08 21:24:03,30.9,49.0,66,1.6,0.0,False,False
2025-05-08 21:24:04,29.0,50.0,65,1.4,0.0,False,False
2025-05-08 21:24:08,30.2,50.0,64,1.5,0.0,False,False
2025-05-08 21:24:09,28.5,50.0,0,1.4,0.0,True,False
2025-05-08 21:24:14,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:24:15,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:24:18,31.3,51.0,0,1.6,0.0,True,False
2025-05-08 21:24:19,31.3,51.0,0,1.6,0.0,False,True
2025-05-08 21:24:24,31.3,51.0,0,1.6,0.0,False,True
2025-05-08 21:24:25,31.3,51.0,65,1.6,0.0,False,True
2025-05-08 21:24:29,31.3,51.0,62,1.6,0.0,False,True
2025-05-08 21:24:30,31.3,51.0,61,1.6,0.0,False,True
2025-05-08 21:24:32,31.3,51.0,61,1.6,0.0,False,True
2025-05-08 21:24:34,31.3,51.0,60,1.6,0.0,False,True
2025-05-08 21:24:39,31.3,51.0,60,1.6,0.0,False,False
2025-05-08 21:24:43,31.3,51.0,59,1.6,0.0,False,False
2025-05-08 21:24:45,31.3,51.0,59,1.6,0.0,False,False
